,host_name,neighbourhood_group,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,ratings,beds,bathroom_type,property,room_type
1295,Lucie,Brooklyn,Midwood,40.61333,-73.96804,70,30,36,7/1/2023,0.36,1,363,1,4.83,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1296,Joie,Manhattan,Harlem,40.81898,-73.94304,150,30,26,11/5/2023,0.26,1,358,1,4.96,1 bed,1 private bath,Home in New York,Studio
1297,Pablo,Manhattan,Harlem,40.81004,-73.94715,76,30,208,9/26/2023,2.1,2,4,9,4.79,1 bed,1 shared bath,Townhouse in New York,1 bedroom
1298,Fahim,Queens,Jackson Heights,40.75166,-73.89305,101,30,165,11/19/2023,1.71,1,94,15,4.83,1 bed,1 private bath,Rental unit in Jackson heights,1 bedroom
1299,Jason,Brooklyn,Williamsburg,40.70812,-73.94382,163,5,301,11/16/2023,3.07,1,158,25,4.88,2 beds,1 private bath,Rental unit in Brooklyn,2 bedrooms
1300,Shelby,Brooklyn,Crown Heights,40.668567,-73.957937,75,30,34,9/1/2023,2.64,1,131,31,5,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1301,Unue,Brooklyn,Bushwick,40.69719,-73.90813,50,30,102,11/11/2023,1.04,1,216,19,4.73,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
1302,Cathy,Brooklyn,Bedford-Stuyvesant,40.67741,-73.9275,80,30,198,11/14/2023,2.0,1,152,6,4.78,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1303,Lolita,Queens,Astoria,40.76795,-73.92312,48,30,223,9/1/2023,2.27,9,342,17,4.67,1 bed,1 shared bath,Townhouse in Queens,1 bedroom
1304,Lolita,Queens,Astoria,40.76777,-73.92343,46,30,197,11/3/2023,2.0,9,335,12,4.63,1 bed,1 shared bath,Home in Astoria Queens,1 bedroom
1305,Lolita,Queens,Astoria,40.7686,-73.92505,58,30,145,8/20/2023,1.49,9,354,10,4.73,1 bed,1 shared bath,Home in Queens,1 bedroom
1306,Lolita,Queens,Astoria,40.7677,-73.92466,52,30,227,11/7/2023,2.32,9,344,19,4.78,1 bed,1 shared bath,Townhouse in Queens,1 bedroom
1307,Lolita,Queens,Astoria,40.76808,-73.9246,46,30,137,9/29/2023,1.39,9,365,14,4.62,1 bed,1 shared bath,Home in Queens,1 bedroom
1308,Maribel,Manhattan,Harlem,40.80279,-73.94605,225,30,337,11/24/2023,3.41,1,175,25,4.97,3 beds,1 bath,Rental unit in New York,1 bedroom
1309,Raz,Bronx,Clason Point,40.80656327,-73.8497768,115,30,6,10/16/2023,0.24,2,348,2,4.33,3 beds,1 bath,Townhouse in Bronx,2 bedrooms
1310,Maya,Queens,Elmhurst,40.74084,-73.88995,80,30,301,11/13/2023,3.06,2,365,67,4.76,1 bed,1 private bath,Rental unit in Queens,1 bedroom
1312,Tny,Manhattan,Midtown,40.76021,-73.96595,154,30,16,7/30/2023,0.17,4,330,1,4.81,2 beds,1 bath,Rental unit in New York,Studio
1313,Herman,Queens,Richmond Hill,40.69389,-73.83256,56,30,21,11/12/2023,0.23,3,350,10,4.81,1 bed,1 shared bath,Home in Queens,1 bedroom
1314,Paul,Brooklyn,Carroll Gardens,40.68428,-73.98987,100,30,77,10/8/2023,0.8,1,88,6,4.81,1 bed,1.5 baths,Rental unit in Brooklyn ,1 bedroom
1315,Sebastian,Brooklyn,Bedford-Stuyvesant,40.68978,-73.93185,235,30,62,11/13/2023,0.96,2,247,24,4.97,3 beds,2.5 baths,Townhouse in Brooklyn,2 bedrooms
1316,Alex & Alena,Brooklyn,Gravesend,40.5884,-73.97185,50,30,100,8/13/2023,1.03,2,63,11,4.85,2 beds,1 shared bath,Home in Brooklyn,1 bedroom
1317,Eddie,Brooklyn,Brownsville,40.6748,-73.906,95,30,19,8/28/2023,0.19,1,365,9,4.47,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1318,Charlotte,Brooklyn,Bedford-Stuyvesant,40.68954,-73.92682,125,30,200,11/18/2023,2.03,1,135,35,4.91,2 beds,1 bath,Rental unit in Brooklyn,1 bedroom
1319,Diane,Bronx,City Island,40.84637,-73.78857,124,30,187,11/25/2023,1.93,1,330,12,4.86,1 bed,1 bath,Bungalow in Bronx,Studio
1320,Lydia,Manhattan,East Village,40.72715,-73.98714,100,30,21,10/19/2023,0.21,1,66,3,4.95,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1321,Elizabeth,Brooklyn,Crown Heights,40.66613,-73.95515,100,30,82,5/14/2023,0.83,1,65,2,4.93,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1322,Masud,Brooklyn,Cypress Hills,40.68577,-73.87893,105,30,97,9/30/2023,0.98,7,364,2,4.12,2 beds,1 bath,Townhouse in Brooklyn,2 bedrooms
1323,Michael,Manhattan,Harlem,40.80864,-73.9428,128,30,265,10/1/2023,2.7,2,235,3,4.76,3 beds,1 bath,Rental unit in New York city,1 bedroom
1324,Mary,Brooklyn,Williamsburg,40.71192,-73.96238,69,30,76,11/22/2023,0.77,1,178,23,4.95,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1325,D. Christopher,Manhattan,East Harlem,40.79702,-73.94949,74,30,451,11/5/2023,4.79,1,267,59,4.53,2 beds,1 shared bath,Rental unit in New York,1 bedroom
1326,Jhovana,Manhattan,East Village,40.72337,-73.97944,113,30,111,11/6/2023,1.13,1,75,15,4.96,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1327,Christopher,Brooklyn,Bedford-Stuyvesant,40.68772,-73.95904,150,30,187,11/4/2023,3.89,1,265,46,4.9,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1328,Jason,Brooklyn,East Flatbush,40.65284,-73.93724,124,30,290,9/30/2023,2.95,3,351,3,4.66,5 beds,2 baths,Home in Brooklyn,3 bedrooms
1329,Harman,Queens,Queens Village,40.71858,-73.75411,75,30,88,2/15/2023,0.9,1,340,1,4.41,2 beds,1 bath,Home in Queens Village,2 bedrooms
1330,Marie,Manhattan,Harlem,40.81204,-73.9443,99,30,120,11/7/2023,1.24,1,266,13,4.94,1 bed,1 private bath,Townhouse in New York,1 bedroom
1331,Tny,Manhattan,Midtown,40.76021,-73.96595,153,30,12,11/30/2023,0.13,4,269,2,5,2 beds,1 bath,Rental unit in New York,Studio
1332,Tara,Brooklyn,Bay Ridge,40.63345572,-74.02290085,70,30,39,11/9/2023,2.37,6,97,37,4.9,2 beds,2 baths,Rental unit in Brooklyn,1 bedroom
1333,Raanan,Manhattan,Gramercy,40.73324,-73.98396,129,30,10,8/12/2023,0.11,5,365,1,4.2,2 beds,1 bath,Rental unit in New York,1 bedroom
1334,Elene,Brooklyn,Bushwick,40.70483,-73.9215,67,30,165,10/1/2023,1.79,2,92,43,4.88,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
1335,Sabrina,Brooklyn,Greenpoint,40.72517,-73.94472,162,30,73,9/30/2023,2.91,1,29,32,4.97,1 bed,1 bath,Guest suite in Brooklyn,1 bedroom
1336,Ben,Brooklyn,Bedford-Stuyvesant,40.68428,-73.93173,119,30,253,12/1/2023,2.59,1,131,20,4.95,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1337,Kofi,Brooklyn,Crown Heights,40.66804,-73.92626,77,30,8,4/6/2023,0.09,1,127,1,5,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1338,Carlos,Queens,Elmhurst,40.74566,-73.88326,86,6,171,11/26/2023,1.85,5,326,27,4.96,1 bed,1 shared bath,Home in Queens,1 bedroom
1339,Sonskeshana,Manhattan,Harlem,40.82981,-73.94132,75,30,21,5/20/2023,0.22,1,183,4,4.95,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1340,Laura,Brooklyn,Bedford-Stuyvesant,40.69475,-73.94682,117,30,114,8/13/2023,1.23,1,153,11,4.67,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1341,Mike,Queens,Jamaica Estates,40.71925735,-73.79899597,51,30,8,8/12/2023,0.08,3,349,4,5,1 bed,1 shared bath,Home in Queens,1 bedroom
1342,Emmanuel,Queens,Flushing,40.76417,-73.80739,74,30,11,3/22/2023,0.11,6,365,1,4.91,1 bed,1 shared bath,Home in Queens,1 bedroom
1343,Emmanuel,Queens,Flushing,40.76581,-73.80569,55,30,7,8/19/2023,0.08,6,295,2,5,1 bed,1 private bath,Home in Queens,1 bedroom
1344,Ashley,Brooklyn,Crown Heights,40.66656,-73.94764,150,30,347,11/12/2023,3.77,2,365,50,4.77,10 beds,1 bath,Home in Brooklyn ,1 bedroom
1345,Emmanuel,Queens,Flushing,40.76415,-73.8071,80,30,7,10/7/2023,0.07,6,354,1,4.86,2 beds,1 private bath,Home in Queens,1 bedroom
1346,Maria,Queens,Astoria,40.77051,-73.9204,95,30,11,8/13/2023,0.11,1,197,2,5,1 bed,1 bath,Rental unit in Queens,1 bedroom
1347,Moksha,Manhattan,Chinatown,40.71393,-73.99519,246,30,225,10/30/2023,2.31,1,365,23,4.9,1 bed,1 bath,Loft in New York,1 bedroom
1348,Tanya,Manhattan,Harlem,40.82152,-73.94568,300,3,63,9/11/2023,0.68,3,333,3,4.81,3 beds,1 bath,Rental unit in New York,3 bedrooms
1349,Sandra,Manhattan,Harlem,40.80963,-73.94351,104,30,8,7/30/2023,0.11,1,160,3,5,2 beds,1 bath,Rental unit in New York,1 bedroom
1350,Ofer,Manhattan,Upper West Side,40.79273,-73.97161,109,30,16,9/14/2023,0.17,6,59,4,4.44,1 bed,1 bath,Rental unit in New York,Studio
1351,Alex & Alena,Brooklyn,Gravesend,40.58882,-73.97403,50,30,56,8/5/2023,0.58,2,90,2,4.84,1 bed,1.5 shared baths,Home in Brooklyn,1 bedroom
1352,Yemi,Brooklyn,Brownsville,40.6653,-73.91737,69,30,170,11/11/2023,1.75,3,359,19,4.78,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
1353,Richelle And Pela,Brooklyn,Bedford-Stuyvesant,40.6836,-73.92994,140,30,100,7/2/2023,1.04,2,224,2,4.98,2 beds,1 bath,Home in Brooklyn,2 bedrooms
1354,Luba,Brooklyn,Bedford-Stuyvesant,40.69266,-73.94224,46,30,209,9/24/2023,2.13,2,361,10,4.61,2 beds,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
1355,Beth,Brooklyn,Midwood,40.62179,-73.95219,79,30,129,9/25/2023,1.34,3,174,14,4.89,2 beds,1.5 shared baths,Home in Brooklyn,1 bedroom
1356,Michael,Brooklyn,Williamsburg,40.71569,-73.94675,294,30,24,10/23/2023,0.25,1,364,4,5,1 bed,1 bath,Condo in Brooklyn,1 bedroom
1357,Nissim,Manhattan,Hell's Kitchen,40.75724,-73.99582,100,30,12,9/1/2023,0.13,8,197,2,4.25,1 bed,1 bath,Rental unit in New York,1 bedroom
1358,Nissim,Manhattan,Hell's Kitchen,40.76347,-73.99362,84,30,7,2/18/2023,0.07,8,349,1,4.43,2 beds,1 bath,Rental unit in New York,1 bedroom
1359,Jocelyn,Manhattan,SoHo,40.72435,-74.00362,380,30,180,11/2/2023,1.91,2,61,25,4.98,1 bed,1 private bath,Condo in New York,1 bedroom
1360,Dina,Queens,Astoria,40.76138,-73.91855,90,30,26,2/22/2023,1.04,1,90,5,5,1 bed,1 private bath,Rental unit in Queens,1 bedroom
1361,Sarah,Brooklyn,Williamsburg,40.70756615,-73.95327579,82,30,86,7/3/2023,0.89,1,125,16,4.69,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1362,Esin,Queens,Sunnyside,40.73852,-73.92531,60,30,47,8/22/2023,0.62,2,352,6,4.79,1 bed,1 shared bath,Home in Queens,1 bedroom
1363,Iradj,Manhattan,Hell's Kitchen,40.76217,-73.99153,365,30,149,11/6/2023,1.62,2,364,24,4.77,2 beds,1 bath,Rental unit in New York,1 bedroom
1364,Chelsea,Manhattan,East Village,40.73231,-73.98821,145,30,58,5/12/2023,0.6,1,43,2,4.76,1 bed,1 bath,Rental unit in New York,1 bedroom
1365,Lily,Manhattan,Gramercy,40.73753,-73.98026,49,30,138,7/5/2023,1.41,1,121,26,4.98,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1366,Yone,Queens,Astoria,40.76867,-73.91245,85,30,59,9/13/2023,0.67,1,364,8,4.76,1 bed,1 shared bath,Rental unit in Astoria,1 bedroom
1367,Mavi And Gulden,Manhattan,Harlem,40.82344,-73.95405,63,30,17,8/19/2023,0.18,2,365,1,4.65,1 bed,1.5 shared baths,Rental unit in New York,1 bedroom
1368,Edward,Brooklyn,Bedford-Stuyvesant,40.68653857,-73.94710494,55,30,3,10/29/2023,1.34,4,365,3,4.67,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1369,Gloria,Bronx,Bronxdale,40.85691,-73.8658,50,30,13,7/16/2023,0.14,1,364,3,4.77,1 bed,1 shared bath,Condo in Bronx,1 bedroom
1370,Nicholas,Brooklyn,Gravesend,40.59584,-73.9753,125,30,45,10/23/2023,0.47,4,227,11,4.87,2 beds,1 bath,Rental unit in Brooklyn,1 bedroom
1371,Izi,Manhattan,Upper West Side,40.78728,-73.97383,258,30,12,10/31/2023,0.14,8,365,2,5,3 beds,2 baths,Rental unit in New York,2 bedrooms
1372,Stephen,Manhattan,Harlem,40.82553161,-73.95238183,150,30,10,7/2/2023,0.11,1,272,2,4.9,1 bed,1 bath,Condo in New York,1 bedroom
1373,Janelle,Manhattan,Upper East Side,40.78403,-73.94835,185,30,128,10/31/2023,1.4,3,251,3,4.63,2 beds,1 bath,Condo in New York,2 bedrooms
1374,Yemi,Brooklyn,Brownsville,40.66464,-73.91868,65,30,48,11/10/2023,0.49,3,358,18,4.67,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
1375,Elizabeth,Manhattan,East Harlem,40.79092,-73.94796,120,30,115,10/3/2023,1.31,1,173,23,4.88,2 beds,1 shared bath,Rental unit in New York,1 bedroom
1376,Iradj,Manhattan,Hell's Kitchen,40.76136,-73.99226,475,30,203,11/12/2023,2.08,2,365,24,4.81,2 beds,1 bath,Rental unit in New York,1 bedroom
1377,Yemi,Brooklyn,Brownsville,40.665,-73.9186,79,30,161,11/13/2023,1.65,3,361,29,4.81,2 beds,1 private bath,Rental unit in Brooklyn,1 bedroom
1378,Kenny,Brooklyn,Bedford-Stuyvesant,40.67886,-73.94063,307,30,140,10/25/2023,1.45,1,62,25,4.46,4 beds,2 baths,Rental unit in Brooklyn,3 bedrooms
1379,Abhilasha Ashiv,Queens,Forest Hills,40.72405,-73.85366,117,30,158,10/25/2023,1.77,1,270,22,4.44,4 beds,1 private bath,Serviced apartment in Queens,1 bedroom
1380,Steve,Queens,Jamaica,40.68952,-73.79788,47,30,53,8/1/2023,0.55,1,93,1,4.85,1 bed,1 shared bath,Home in Queens,1 bedroom
1381,Stephan,Brooklyn,Crown Heights,40.67116,-73.95682,200,30,16,9/15/2023,0.17,1,38,3,4.75,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1382,Caroline,Brooklyn,Bedford-Stuyvesant,40.68644,-73.9213,55,30,166,9/20/2023,1.79,3,89,20,4.58,2 beds,1 shared bath,Rental unit in Brooklyn,1 bedroom
1383,Florence,Manhattan,Harlem,40.8117,-73.94558,176,30,82,11/1/2023,0.85,3,261,4,4.77,3 beds,2 baths,Rental unit in New York,2 bedrooms
1384,Petrona,Brooklyn,Canarsie,40.63155,-73.90812,45,30,256,8/31/2023,2.63,1,216,3,4.81,1 bed,1.5 shared baths,Rental unit in Brooklyn,1 bedroom
1385,Isabel,Manhattan,Upper West Side,40.79809,-73.96305,48,30,83,7/8/2023,0.93,3,337,25,4.66,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1386,Raj,Brooklyn,Midwood,40.63023,-73.96822,62,30,79,2/5/2023,0.82,1,353,3,4.76,1 bed,1 private bath,Home in Brooklyn,1 bedroom
1387,George,Manhattan,Washington Heights,40.8338,-73.93842,85,30,33,6/27/2023,0.49,2,205,3,4.88,2 beds,1 bath,Rental unit in New York,1 bedroom
1388,Liliana,Brooklyn,Kensington,40.64467329,-73.97054581,90,30,6,1/1/2023,0.06,1,58,1,4.33,5 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
1389,Viviana And Fred,Brooklyn,South Slope,40.66714,-73.98901,105,30,176,4/29/2023,1.84,3,221,1,4.81,3 beds,1 bath,Home in Brooklyn,2 bedrooms
1390,Lindsee And Peter,Manhattan,Nolita,40.72274,-73.99453,330,30,92,11/5/2023,1.03,1,231,30,4.97,2 beds,1 bath,Rental unit in New York,1 bedroom
1391,Miriam,Brooklyn,Borough Park,40.63511,-73.98985,330,30,189,11/19/2023,2.41,1,336,33,4.87,6 beds,2 baths,Rental unit in Brooklyn ,3 bedrooms
1392,Haydee,Brooklyn,Sunset Park,40.64276,-74.01344,125,30,129,9/18/2023,1.37,3,365,15,4.74,1 bed,1 bath,Rental unit in Brooklyn,1 bedroom
1393,Troy,Manhattan,Theater District,40.7592,-73.98533,80,30,171,9/4/2023,1.77,5,116,6,4.73,2 beds,1 private bath,Rental unit in New York,1 bedroom
1394,Troy,Manhattan,Midtown,40.74786,-73.98585,65,30,12,1/2/2023,0.22,5,150,1,4.75,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1395,Bobby,Brooklyn,Bedford-Stuyvesant,40.69385,-73.95181,127,30,304,10/2/2023,3.18,2,261,39,4.79,2 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
1396,Claudia,Brooklyn,Prospect-Lefferts Gardens,40.66142,-73.95133,175,30,271,10/25/2023,2.78,2,157,29,4.89,1 bed,1 private bath,Townhouse in Brooklyn,1 bedroom
1397,Benjamin,Brooklyn,Boerum Hill,40.68812,-73.9854,153,30,25,9/28/2023,0.28,17,251,5,4.76,2 beds,1 bath,Serviced apartment in Brooklyn,Studio
1398,Grace,Brooklyn,Prospect-Lefferts Gardens,40.65739,-73.94621,140,30,166,10/25/2023,1.72,2,332,15,4.67,3 beds,1 bath,Rental unit in Brooklyn,3 bedrooms
1399,Blake,Manhattan,Upper West Side,40.79937,-73.96193,152,30,63,9/24/2023,0.65,1,108,22,4.98,1 bed,1 bath,Rental unit in New York,1 bedroom
1400,Aliza,Brooklyn,Bedford-Stuyvesant,40.6829,-73.9398,73,30,37,9/11/2023,0.41,3,297,6,4.89,2 beds,1.5 shared baths,Home in Brooklyn,1 bedroom
1401,Luba,Brooklyn,Bedford-Stuyvesant,40.69079,-73.94239,48,30,205,9/18/2023,2.13,2,359,40,4.72,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1402,Aliza,Brooklyn,Bedford-Stuyvesant,40.68512,-73.92869,60,30,40,11/30/2023,0.44,3,90,11,4.9,1 bed,1.5 shared baths,Home in Brooklyn,1 bedroom
1403,Eric,Bronx,Concourse,40.81965,-73.92911,80,30,461,10/16/2023,4.79,2,154,51,4.76,1 bed,1 private bath,Townhouse in Bronx,1 bedroom
1404,Miho,Brooklyn,Bedford-Stuyvesant,40.69028,-73.95325,60,30,146,10/18/2023,1.51,1,273,43,4.92,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1405,Rabya,Manhattan,East Harlem,40.798645,-73.934341,194,30,88,9/30/2023,0.95,1,179,2,4.61,1 bed,1 bath,Loft in New York,1 bedroom
1406,Nia,Queens,Long Island City,40.74769,-73.94458,94,30,83,10/31/2023,0.86,8,59,6,4.67,1 bed,1 shared bath,Rental unit in LIC,1 bedroom
1407,Leah,Brooklyn,East Flatbush,40.64097199,-73.94046127,48,30,148,9/4/2023,1.53,2,254,53,4.72,1 bed,1 shared bath,Home in Brooklyn,1 bedroom
1408,Nia,Queens,Long Island City,40.74629,-73.94493,82,30,141,8/9/2023,1.45,8,63,3,4.55,1 bed,1 shared bath,Rental unit in LIC,1 bedroom
1409,James,Queens,Long Island City,40.74514,-73.95295,200,30,203,11/2/2023,2.1,1,94,31,4.95,2 beds,1 bath,Guest suite in Queens,1 bedroom
1410,Katie,Brooklyn,Windsor Terrace,40.65245,-73.974,140,30,29,5/21/2023,0.3,2,350,2,4.62,2 beds,1 shared bath,Rental unit in Brooklyn,1 bedroom
1411,Karen,Brooklyn,East Flatbush,40.64608,-73.92479,34,30,12,11/3/2023,0.16,4,338,2,4.67,1 bed,1 shared bath,Home in Brooklyn,1 bedroom
1412,Karen,Brooklyn,East Flatbush,40.64465,-73.92354,34,30,21,7/26/2023,0.22,4,275,2,4.52,1 bed,1 shared bath,Townhouse in Brooklyn,3 bedrooms
1413,Sandra,Brooklyn,Greenpoint,40.72561,-73.95389,171,2,160,11/6/2023,1.77,1,321,30,4.89,1 bed,1 shared bath,Condo in Brooklyn,1 bedroom
1414,Felix,Brooklyn,Prospect-Lefferts Gardens,40.66225,-73.95879,120,30,274,11/5/2023,2.95,1,339,21,4.9,1 bed,1 private bath,Rental unit in Brooklyn,1 bedroom
1415,Jillian,Manhattan,East Harlem,40.79485,-73.93606,170,30,109,11/15/2023,1.19,5,365,19,4.8,1 bed,1 bath,Condo in New York,1 bedroom
1416,Christophe,Brooklyn,Park Slope,40.67545,-73.97667,143,1,337,11/27/2023,3.55,1,182,53,4.84,1 bed,1 shared bath,Rental unit in Brooklyn,1 bedroom
1417,Bee,Brooklyn,Williamsburg,40.71224,-73.94481,115,30,345,11/11/2023,3.59,3,338,59,4.83,1 bed,1 bath,Loft in Brooklyn,1 bedroom
1418,CRNY Monthly Rentals,Manhattan,Midtown,40.75104,-73.98276,117,30,6,5/6/2023,0.07,31,263,1,4.5,2 beds,1 bath,Rental unit in New York,Studio
1419,CRNY Monthly Rentals,Manhattan,Midtown,40.75109,-73.98271,107,30,13,11/26/2023,0.14,31,157,3,4,2 beds,1 bath,Rental unit in New York,Studio
1420,Olia,Manhattan,Lower East Side,40.7183,-73.99173,115,30,44,10/2/2023,0.49,1,89,11,4.8,1 bed,1.5 shared baths,Rental unit in New York,2 bedrooms
1421,Emmanuel,Queens,Flushing,40.76459,-73.80725,49,30,8,9/30/2023,0.09,6,365,1,4.63,1 bed,1.5 shared baths,Home in Queens,1 bedroom
1422,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74706,-73.97779,117,30,6,1/1/2023,0.07,31,179,1,2.83,3 beds,1 bath,Rental unit in New York,1 bedroom
1423,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74709,-73.97816,150,30,5,4/5/2023,0.06,31,162,1,3.8,3 beds,1 bath,Rental unit in New York,2 bedrooms
1424,Maria,Manhattan,Gramercy,40.73809,-73.98509,139,30,194,11/4/2023,2.01,2,329,20,4.76,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1425,Jin Ting,Queens,Flushing,40.75579,-73.82792,95,30,46,10/21/2023,0.48,1,87,6,4.91,1 bed,1 shared bath,Rental unit in flushing,1 bedroom
1426,D,Manhattan,Lower East Side,40.71957,-73.98639,100,30,169,10/31/2023,1.75,1,363,5,4.86,1 bed,1 bath,Rental unit in New York,1 bedroom
1428,Jeniffer,Manhattan,Hell's Kitchen,40.76372,-73.99318,109,30,11,10/4/2023,0.12,139,354,2,5,1 bed,1 bath,Rental unit in New York,Studio
1429,Hans,Manhattan,SoHo,40.72555,-73.9985,105,30,20,11/17/2023,0.22,1,154,3,4.85,1 bed,1 bath,Rental unit in New York,1 bedroom
1430,Nia,Queens,Long Island City,40.74689,-73.94634,72,30,143,11/11/2023,1.47,8,41,4,4.67,1 bed,1 shared bath,Rental unit in Long island city,1 bedroom
1431,Henry Norman,Brooklyn,Greenpoint,40.72847,-73.94337,223,3,69,1/23/2023,0.72,14,130,1,4.81,2 beds,1 bath,Rental unit in Brooklyn,Studio
1432,Henry Norman,Brooklyn,Greenpoint,40.72892,-73.94363,189,3,51,11/13/2023,0.53,14,131,2,4.76,2 beds,1 bath,Loft in Brooklyn,Studio
1433,Henry Norman,Brooklyn,Greenpoint,40.7291,-73.94463,128,3,54,11/25/2023,0.56,14,129,4,4.91,2 beds,1 bath,Loft in Brooklyn,Studio
1434,Henry Norman,Brooklyn,Greenpoint,40.72761,-73.94516,189,3,37,2/14/2023,0.43,14,129,3,4.95,1 bed,1 bath,Loft in Brooklyn,1 bedroom
1435,Angela,Queens,Jackson Heights,40.75203,-73.87585,60,30,145,10/7/2023,1.55,2,365,1,4.59,1 bed,1 shared bath,Home in Queens,1 bedroom
1436,Martin,Manhattan,Upper West Side,40.79286,-73.96823,307,2,361,11/9/2023,3.75,1,227,41,4.96,1 bed,1 private bath,Guest suite in New York,1 bedroom
1437,Henry Norman,Brooklyn,Greenpoint,40.72841,-73.94505,199,3,48,11/27/2023,0.5,14,134,2,4.9,2 beds,1 bath,Loft in Brooklyn,Studio
1438,Henry Norman,Brooklyn,Greenpoint,40.72765,-73.94528,299,3,12,10/26/2023,0.13,14,121,2,4.67,2 beds,1 bath,Rental unit in Brooklyn,Studio
1439,Daniella,Brooklyn,Crown Heights,40.67422,-73.93984,120,30,206,11/19/2023,2.13,1,170,27,4.83,2 beds,2 baths,Townhouse in Brooklyn,3 bedrooms
1440,Gary,Manhattan,Nolita,40.72304,-73.99339,169,30,340,11/12/2023,3.53,1,340,42,4.83,4 beds,1 bath,Rental unit in New York,Studio
1441,Laura,Brooklyn,Flatbush,40.63,-73.96462,55,30,7,8/30/2023,0.08,2,354,2,5,1 bed,1.5 baths,Home in Brooklyn,1 bedroom
1442,Henry Norman,Brooklyn,Greenpoint,40.72858,-73.94534,299,3,44,11/5/2023,0.46,14,120,4,4.86,2 beds,1 bath,Rental unit in Brooklyn,Studio
1443,Chip,Manhattan,Harlem,40.83077621,-73.94950867,65,30,8,8/13/2023,0.15,4,307,3,4.75,2 beds,1.5 shared baths,Rental unit in New York,1 bedroom
1444,Raanan,Manhattan,East Village,40.73001,-73.97933,120,30,9,11/5/2023,0.1,5,247,2,4.33,1 bed,1 bath,Rental unit in New York,1 bedroom
1445,Sheng-Min,Manhattan,Harlem,40.81026459,-73.94696045,59,30,10,9/27/2023,0.15,1,67,7,5,1 bed,1 shared bath,Rental unit in New York,1 bedroom
1446,Ruveyda,Queens,Astoria,40.76626,-73.91957,75,30,13,9/9/2023,0.14,1,31,1,4.54,1 bed,1 bath,Rental unit in Queens,1 bedroom
1447,Julia,Brooklyn,Williamsburg,40.717,-73.95144,400,30,144,8/12/2023,1.57,1,107,8,4.95,4 beds,2 baths,Home in Brooklyn,3 bedrooms
1448,Polina,Brooklyn,Prospect Heights,40.67708,-73.96552,300,30,382,11/27/2023,3.99,1,322,38,4.96,4 beds,1 bath,Rental unit in Brooklyn,2 bedrooms
1449,Jonathan,Staten Island,Castleton Corners,40.61066,-74.12276,249,30,61,9/18/2023,0.77,1,348,1,4.95,4 beds,1 bath,Home in Staten Island,4 bedrooms
1450,Lasata,Queens,Sunnyside,40.73871,-73.92499,135,30,230,4/30/2023,2.41,2,338,2,4.82,5 beds,1 bath,Home in Queens,3 bedrooms
1451,Jason,Brooklyn,East Flatbush,40.65328,-73.93951,122,30,274,3/1/2023,2.95,3,290,1,4.67,4 beds,2 baths,Home in Brooklyn,3 bedrooms
1452,Danette,Manhattan,Harlem,40.82575,-73.93665,75,30,258,11/23/2023,2.73,1,321,47,4.83,2 beds,1 shared bath,Rental unit in New York,1 bedroom
1453,Radiris,Bronx,Norwood,40.87209,-73.87539,55,30,10,11/6/2023,0.1,1,358,1,5,1 bed,1 shared bath,Rental unit in Bronx,1 bedroom
1454,Michael,Manhattan,Chelsea,40.74956512,-73.99636841,110,95,12,8/13/2023,0.13,17,232,2,4.08,1 bed,1 bath,Rental unit in New York,Studio
